time	V(n008)	-Id(M1)
0.000000000000000e+00	0.000000e+00	1.001600e-02
7.314285507423590e-08	0.000000e+00	1.001965e-02
1.462857101484718e-07	0.000000e+00	1.002330e-02
2.194285652227077e-07	0.000000e+00	1.002696e-02
2.925714202969436e-07	0.000000e+00	1.003061e-02
3.657142753711795e-07	0.000000e+00	1.003427e-02
4.388571304454154e-07	0.000000e+00	1.003792e-02
5.119999855196511e-07	0.000000e+00	1.004157e-02
1.023999971039302e-06	0.000000e+00	1.006715e-02
2.047999942078604e-06	0.000000e+00	1.011830e-02
4.095999884157209e-06	0.000000e+00	1.022059e-02
8.191999768314417e-06	0.000000e+00	1.042519e-02
9.943486222755374e-02	0.000000e+00	4.976787e+00
9.956593422755373e-02	0.000000e+00	4.983334e+00
9.956593422755516e-02	0.000000e+00	4.983334e+00
9.956593422755707e-02	0.000000e+00	4.983334e+00
9.956593422756088e-02	0.000000e+00	4.983334e+00
9.956593422758378e-02	0.000000e+00	4.983334e+00
9.956593422758760e-02	0.000000e+00	4.983334e+00
9.956593422759523e-02	0.000000e+00	4.983334e+00
9.956593422759713e-02	0.000000e+00	4.983334e+00
9.956593422760095e-02	0.000000e+00	4.983334e+00
9.956593422760858e-02	0.000000e+00	4.983334e+00
9.956593422762385e-02	0.000000e+00	4.983334e+00
9.956593422765436e-02	0.000000e+00	4.983334e+00
9.956593422771540e-02	0.000000e+00	4.983334e+00
9.956593423265052e-02	0.000000e+00	4.983334e+00
9.956593423758565e-02	0.000000e+00	4.983334e+00
9.956593424252078e-02	0.000000e+00	4.983334e+00
9.956593424745590e-02	0.000000e+00	4.983334e+00
9.956593425239102e-02	0.000000e+00	4.983334e+00
9.956593425732616e-02	0.000000e+00	4.983334e+00
9.956593426226128e-02	0.000000e+00	4.983334e+00
9.963147023101128e-02	0.000000e+00	4.986607e+00
9.969700623101128e-02	0.000000e+00	4.989881e+00
9.969700623101165e-02	0.000000e+00	4.989881e+00
9.969700623101212e-02	0.000000e+00	4.989881e+00
9.969700623101306e-02	0.000000e+00	4.989881e+00
9.969700623101496e-02	0.000000e+00	4.989881e+00
9.969700623101876e-02	0.000000e+00	4.989881e+00
9.969700623102636e-02	0.000000e+00	4.989881e+00
9.969700623104154e-02	0.000000e+00	4.989881e+00
9.969700623107190e-02	0.000000e+00	4.989881e+00
9.969700623113265e-02	0.000000e+00	4.989881e+00
9.971977461517710e-02	0.000000e+00	4.991018e+00
9.971977461521227e-02	0.000000e+00	4.991018e+00
9.971977461524743e-02	0.000000e+00	4.991018e+00
9.971977461528260e-02	0.000000e+00	4.991018e+00
9.971977461531775e-02	0.000000e+00	4.991018e+00
9.971977461535292e-02	0.000000e+00	4.991018e+00
9.971977461538808e-02	0.000000e+00	4.991018e+00
9.971977461542325e-02	0.000000e+00	4.991018e+00
9.971977461545502e-02	0.000000e+00	4.991018e+00
9.971977461589973e-02	0.000000e+00	4.991018e+00
1.000112773529057e-01	0.000000e+00	5.005579e+00
1.000195415154937e-01	0.000000e+00	5.005991e+00
1.000203162807363e-01	0.000000e+00	5.006030e+00
1.000216075561407e-01	0.000000e+00	5.006094e+00
1.000229726187110e-01	0.000000e+00	5.006163e+00
1.000243376812814e-01	0.000000e+00	5.006231e+00
1.000257027438517e-01	0.000000e+00	5.006299e+00
1.000270678064221e-01	0.000000e+00	5.006367e+00
1.000284328689924e-01	0.000000e+00	5.006436e+00
1.000297979315628e-01	0.000000e+00	5.006504e+00
1.000311629941331e-01	0.000000e+00	5.006572e+00
1.000629468158724e-01	0.000000e+00	5.008160e+00
1.000947306376116e-01	0.000000e+00	5.009747e+00
1.001265144593509e-01	0.000000e+00	5.011335e+00
1.001582982810901e-01	0.000000e+00	5.012923e+00
1.001900821028294e-01	0.000000e+00	5.014510e+00
1.002218659245686e-01	0.000000e+00	5.016098e+00
1.002536497463078e-01	0.000000e+00	5.017685e+00
1.002539080013887e-01	0.000000e+00	5.017698e+00
1.002607517610319e-01	0.000000e+00	5.018040e+00
1.002675955206752e-01	0.000000e+00	5.018382e+00
1.002744392803184e-01	0.000000e+00	5.018724e+00
1.002812830399616e-01	0.000000e+00	5.019066e+00
1.002881267996048e-01	0.000000e+00	5.019407e+00
1.002949705592480e-01	0.000000e+00	5.019749e+00
1.003018143188912e-01	0.000000e+00	5.020091e+00
1.003138417005833e-01	0.000000e+00	5.020694e+00
1.003258690822754e-01	0.000000e+00	5.021296e+00
1.003378964639675e-01	0.000000e+00	5.021896e+00
1.003499238456596e-01	0.000000e+00	5.022495e+00
1.003619512273517e-01	0.000000e+00	5.023092e+00
1.003739786090437e-01	0.000000e+00	5.023688e+00
1.003860059907358e-01	0.000000e+00	5.024282e+00
1.003860840292031e-01	0.000000e+00	5.024293e+00
1.003861367780938e-01	0.000000e+00	5.024301e+00
1.003861871112232e-01	0.000000e+00	5.024303e+00
1.003862085749839e-01	0.000000e+00	5.024305e+00
1.003862412407617e-01	0.000000e+00	5.024305e+00
1.003862934884902e-01	0.000000e+00	5.024224e+00
1.003863460210734e-01	0.000000e+00	5.024062e+00
1.003863807611921e-01	0.000000e+00	5.024097e+00
1.003864001823026e-01	0.000000e+00	5.024241e+00
1.003864123642329e-01	0.000000e+00	5.024786e+00
1.003864209777863e-01	0.000000e+00	5.025131e+00
1.003864278680365e-01	0.000000e+00	5.024729e+00
1.003864345720603e-01	0.000000e+00	5.024920e+00
1.003864409129017e-01	0.000000e+00	5.025455e+00
1.003864467726344e-01	0.000000e+00	5.024880e+00
1.003864529228527e-01	0.000000e+00	5.024289e+00
1.003864652232891e-01	0.000000e+00	5.024300e+00
1.003864807868417e-01	0.000000e+00	5.024314e+00
1.003864968991431e-01	0.000000e+00	5.024309e+00
1.003865160301193e-01	0.000000e+00	5.024301e+00
1.003865417481607e-01	0.000000e+00	5.024302e+00
1.003865931842435e-01	0.000000e+00	5.024304e+00
1.003866763306158e-01	0.000000e+00	5.024291e+00
1.003867625316403e-01	0.000000e+00	5.024271e+00
1.003868886645642e-01	0.000000e+00	5.024245e+00
1.003870656319741e-01	0.000000e+00	5.024209e+00
1.003873173659321e-01	0.000000e+00	5.024156e+00
1.003876721272392e-01	0.000000e+00	5.024082e+00
1.003881740198732e-01	0.000000e+00	5.023976e+00
1.003888890017349e-01	0.000000e+00	5.023825e+00
1.003899018124603e-01	0.000000e+00	5.023611e+00
1.003913456174475e-01	0.000000e+00	5.023305e+00
1.003933952430143e-01	0.000000e+00	5.022868e+00
1.003937604598424e-01	0.000000e+00	5.022789e+00
1.004167071161041e-01	0.000000e+00	5.017918e+00
1.004396537723659e-01	0.000000e+00	5.013051e+00
1.004626004286276e-01	0.000000e+00	5.008186e+00
1.004855470848894e-01	0.000000e+00	5.003323e+00
1.005084937411511e-01	0.000000e+00	4.998463e+00
1.005314403974129e-01	0.000000e+00	4.993605e+00
1.005543870536746e-01	0.000000e+00	4.988750e+00
1.005578939023355e-01	0.000000e+00	4.988008e+00
1.005614007509963e-01	0.000000e+00	4.987266e+00
1.005649075996572e-01	0.000000e+00	4.986524e+00
1.005684144483181e-01	0.000000e+00	4.985783e+00
1.005719212969789e-01	0.000000e+00	4.985041e+00
1.005754281456398e-01	0.000000e+00	4.984299e+00
1.005789349943007e-01	0.000000e+00	4.983558e+00
1.005937006728727e-01	0.000000e+00	4.980436e+00
1.006084663514448e-01	0.000000e+00	4.977316e+00
1.006232320300168e-01	0.000000e+00	4.974197e+00
1.006379977085889e-01	0.000000e+00	4.971078e+00
1.006527633871609e-01	0.000000e+00	4.967961e+00
1.006675290657330e-01	0.000000e+00	4.964844e+00
1.006822947443051e-01	0.000000e+00	4.961729e+00
1.006830330282337e-01	0.000000e+00	4.961573e+00
1.006870935898410e-01	0.000000e+00	4.960717e+00
1.006874627318053e-01	0.000000e+00	4.960639e+00
1.006882010157339e-01	0.000000e+00	4.960483e+00
1.006895264676948e-01	0.000000e+00	4.960203e+00
1.006907649602008e-01	0.000000e+00	4.959942e+00
1.006970275649351e-01	0.000000e+00	4.958622e+00
1.007037896211828e-01	0.000000e+00	4.957195e+00
1.018495431027755e-01	0.000000e+00	4.718997e+00
1.029952965843682e-01	0.000000e+00	4.486747e+00
1.041410500659609e-01	0.000000e+00	4.260444e+00
1.052868035475536e-01	0.000000e+00	4.040089e+00
1.064325570291463e-01	0.000000e+00	3.825681e+00
1.075783105107390e-01	0.000000e+00	3.617221e+00
1.087240639923317e-01	0.000000e+00	3.414708e+00
1.087315603318335e-01	0.000000e+00	3.413400e+00
1.100096862168924e-01	0.000000e+00	3.194138e+00
1.112878121019512e-01	0.000000e+00	2.981448e+00
1.125659379870100e-01	0.000000e+00	2.775331e+00
1.138440638720688e-01	0.000000e+00	2.575786e+00
1.151221897571277e-01	0.000000e+00	2.382813e+00
1.164003156421865e-01	0.000000e+00	2.196413e+00
1.176784415272453e-01	0.000000e+00	2.016586e+00
1.176934342062489e-01	0.000000e+00	2.014510e+00
1.194213404614164e-01	0.000000e+00	1.781179e+00
1.211492467165838e-01	0.000000e+00	1.558843e+00
1.228771529717512e-01	0.000000e+00	1.347503e+00
1.246050592269187e-01	0.000000e+00	1.147159e+00
1.263329654820861e-01	0.000000e+00	9.578099e-01
1.280608717372536e-01	0.000000e+00	7.794566e-01
1.297887779924210e-01	0.000000e+00	6.120989e-01
1.298187633504282e-01	0.000000e+00	6.092941e-01
1.305566173385351e-01	0.000000e+00	5.411211e-01
1.312944713266420e-01	0.000000e+00	4.752957e-01
1.320323253147488e-01	0.000000e+00	4.118180e-01
1.327701793028556e-01	0.000000e+00	3.506878e-01
1.335080332909625e-01	0.000000e+00	2.919053e-01
1.342458872790694e-01	0.000000e+00	2.354704e-01
1.349837412671762e-01	0.000000e+00	1.813830e-01
1.352086314522306e-01	0.000000e+00	1.655352e-01
1.354335216372849e-01	0.000000e+00	1.500285e-01
1.356584118223392e-01	0.000000e+00	1.348628e-01
1.358833020073936e-01	0.000000e+00	1.200382e-01
1.361081921924479e-01	0.000000e+00	1.055547e-01
1.363330823775022e-01	0.000000e+00	9.141226e-02
1.365579725625566e-01	0.000000e+00	7.761092e-02
1.366832685228011e-01	0.000000e+00	7.010446e-02
1.368085644830457e-01	0.000000e+00	6.278691e-02
1.369338604432903e-01	0.000000e+00	5.565825e-02
1.370591564035348e-01	0.000000e+00	4.871850e-02
1.371844523637794e-01	0.000000e+00	4.196765e-02
1.373097483240240e-01	0.000000e+00	3.540571e-02
1.374350442842685e-01	0.000000e+00	2.903267e-02
1.374821641325656e-01	0.000000e+00	2.671641e-02
1.375292839808627e-01	0.000000e+00	2.445715e-02
1.375764038291598e-01	0.000000e+00	2.225490e-02
1.376235236774569e-01	0.000000e+00	2.010964e-02
1.376706435257540e-01	0.000000e+00	1.802138e-02
1.377177633740511e-01	0.000000e+00	1.599013e-02
1.377648832223482e-01	0.000000e+00	1.401587e-02
1.378023649198573e-01	0.000000e+00	1.251511e-02
1.378548392963699e-01	0.000000e+00	1.052615e-02
1.378698319753736e-01	0.000000e+00	9.989681e-03
1.378998173333808e-01	0.000000e+00	8.974719e-03
1.379597880493953e-01	0.000000e+00	7.087646e-03
1.379747807283989e-01	0.000000e+00	6.664411e-03
1.380047660864061e-01	0.000000e+00	5.957250e-03
1.380647368024206e-01	0.000000e+00	4.779005e-03
1.380765790272632e-01	0.000000e+00	4.600308e-03
1.381002634769483e-01	0.000000e+00	4.350274e-03
1.381476323763186e-01	0.000000e+00	4.004523e-03
1.382111683504014e-01	0.000000e+00	3.716844e-03
1.382270523439221e-01	0.000000e+00	3.675815e-03
1.382588203309635e-01	0.000000e+00	3.631994e-03
1.383223563050463e-01	0.000000e+00	3.572959e-03
1.383382402985670e-01	0.000000e+00	3.564035e-03
1.383700082856084e-01	0.000000e+00	3.554677e-03
1.384494282532119e-01	0.000000e+00	3.540189e-03
1.385765002013775e-01	0.000000e+00	3.537464e-03
1.387035721495431e-01	0.000000e+00	3.535346e-03
1.388306440977087e-01	0.000000e+00	3.533833e-03
1.389577160458743e-01	0.000000e+00	3.532927e-03
1.390847879940399e-01	0.000000e+00	3.532628e-03
1.392118599422055e-01	0.000000e+00	3.532935e-03
1.393389318903711e-01	0.000000e+00	3.533848e-03
1.397995677024714e-01	0.000000e+00	3.533855e-03
1.402602035145717e-01	0.000000e+00	3.533863e-03
1.407208393266721e-01	0.000000e+00	3.533871e-03
1.411814751387724e-01	0.000000e+00	3.533880e-03
1.416421109508727e-01	0.000000e+00	3.533890e-03
1.421027467629730e-01	0.000000e+00	3.533900e-03
1.425633825750733e-01	0.000000e+00	3.533912e-03
1.431397446256816e-01	0.000000e+00	3.533943e-03
1.437161066762899e-01	0.000000e+00	3.533970e-03
1.442924687268981e-01	0.000000e+00	3.533993e-03
1.448688307775064e-01	0.000000e+00	3.534013e-03
1.454451928281147e-01	0.000000e+00	3.534029e-03
1.460215548787230e-01	0.000000e+00	3.534040e-03
1.465979169293312e-01	0.000000e+00	3.534048e-03
1.492664278408089e-01	0.000000e+00	3.534185e-03
1.499812075492405e-01	0.000000e+00	3.534200e-03
1.506959872576720e-01	0.000000e+00	3.534218e-03
1.514107669661035e-01	0.000000e+00	3.534241e-03
1.521255466745350e-01	0.000000e+00	3.534267e-03
1.528403263829665e-01	0.000000e+00	3.534297e-03
1.535551060913981e-01	0.000000e+00	3.534330e-03
1.542698857998296e-01	0.000000e+00	3.534368e-03
1.543810737544745e-01	0.000000e+00	3.534319e-03
1.548099415795334e-01	0.000000e+00	3.534347e-03
1.552388094045923e-01	0.000000e+00	3.534371e-03
1.556676772296512e-01	0.000000e+00	3.534393e-03
1.560965450547102e-01	0.000000e+00	3.534411e-03
1.565254128797691e-01	0.000000e+00	3.534427e-03
1.569542807048280e-01	0.000000e+00	3.534440e-03
1.573831485298869e-01	0.000000e+00	3.534449e-03
1.575692181682722e-01	0.000000e+00	3.534456e-03
1.577552878066576e-01	0.000000e+00	3.534461e-03
1.579413574450429e-01	0.000000e+00	3.534465e-03
1.581274270834283e-01	0.000000e+00	3.534469e-03
1.583134967218136e-01	0.000000e+00	3.534471e-03
1.584995663601990e-01	0.000000e+00	3.534472e-03
1.586856359985843e-01	0.000000e+00	3.534472e-03
1.587174039856257e-01	0.000000e+00	3.534470e-03
1.590918124043280e-01	0.000000e+00	3.534494e-03
1.594662208230302e-01	0.000000e+00	3.534517e-03
1.598406292417324e-01	0.000000e+00	3.534540e-03
1.602150376604346e-01	0.000000e+00	3.534562e-03
1.605894460791369e-01	0.000000e+00	3.534584e-03
1.609638544978391e-01	0.000000e+00	3.534605e-03
1.613382629165413e-01	0.000000e+00	3.534626e-03
1.616786342062706e-01	0.000000e+00	3.534633e-03
1.620190054959999e-01	0.000000e+00	3.534637e-03
1.623593767857292e-01	0.000000e+00	3.534639e-03
1.626997480754585e-01	0.000000e+00	3.534639e-03
1.630401193651878e-01	0.000000e+00	3.534637e-03
1.633804906549171e-01	0.000000e+00	3.534633e-03
1.637208619446464e-01	0.000000e+00	3.534627e-03
1.651345373679887e-01	0.000000e+00	3.534738e-03
1.654567555222658e-01	0.000000e+00	3.534735e-03
1.657789736765428e-01	0.000000e+00	3.534737e-03
1.661011918308199e-01	0.000000e+00	3.534746e-03
1.664234099850970e-01	0.000000e+00	3.534762e-03
1.667456281393741e-01	0.000000e+00	3.534784e-03
1.670678462936511e-01	0.000000e+00	3.534812e-03
1.673900644479282e-01	0.000000e+00	3.534847e-03
1.675012524025731e-01	0.000000e+00	3.534783e-03
1.677667420085620e-01	0.000000e+00	3.534819e-03
1.680322316145508e-01	0.000000e+00	3.534845e-03
1.682977212205397e-01	0.000000e+00	3.534864e-03
1.685632108265285e-01	0.000000e+00	3.534874e-03
1.688287004325174e-01	0.000000e+00	3.534875e-03
1.690941900385062e-01	0.000000e+00	3.534868e-03
1.693596796444951e-01	0.000000e+00	3.534852e-03
1.696977817922928e-01	0.000000e+00	3.534876e-03
1.700358839400906e-01	0.000000e+00	3.534895e-03
1.703739860878884e-01	0.000000e+00	3.534909e-03
1.707120882356861e-01	0.000000e+00	3.534918e-03
1.710501903834839e-01	0.000000e+00	3.534922e-03
1.713882925312817e-01	0.000000e+00	3.534921e-03
1.717263946790794e-01	0.000000e+00	3.534915e-03
1.718058146466829e-01	0.000000e+00	3.534983e-03
1.719306174529170e-01	0.000000e+00	3.534964e-03
1.720554202591511e-01	0.000000e+00	3.534953e-03
1.721802230653852e-01	0.000000e+00	3.534950e-03
1.723050258716192e-01	0.000000e+00	3.534954e-03
1.724298286778533e-01	0.000000e+00	3.534965e-03
1.725546314840874e-01	0.000000e+00	3.534984e-03
1.726794342903215e-01	0.000000e+00	3.535011e-03
1.749190773767402e-01	0.000000e+00	3.535064e-03
1.751777595569345e-01	0.000000e+00	3.535081e-03
1.754364417371288e-01	0.000000e+00	3.535095e-03
1.756951239173230e-01	0.000000e+00	3.535107e-03
1.759538060975173e-01	0.000000e+00	3.535116e-03
1.762124882777115e-01	0.000000e+00	3.535124e-03
1.764711704579058e-01	0.000000e+00	3.535129e-03
1.767298526381001e-01	0.000000e+00	3.535131e-03
1.768092726057036e-01	0.000000e+00	3.535193e-03
1.769681125409106e-01	0.000000e+00	3.535171e-03
1.771269524761176e-01	0.000000e+00	3.535159e-03
1.772857924113246e-01	0.000000e+00	3.535156e-03
1.774446323465316e-01	0.000000e+00	3.535162e-03
1.776034722817386e-01	0.000000e+00	3.535177e-03
1.777623122169456e-01	0.000000e+00	3.535201e-03
1.779211521521526e-01	0.000000e+00	3.535234e-03
1.780051104036192e-01	0.000000e+00	3.535198e-03
1.780890686550858e-01	0.000000e+00	3.535172e-03
1.781730269065523e-01	0.000000e+00	3.535157e-03
1.782569851580189e-01	0.000000e+00	3.535154e-03
1.783409434094854e-01	0.000000e+00	3.535161e-03
1.784249016609520e-01	0.000000e+00	3.535180e-03
1.785088599124185e-01	0.000000e+00	3.535210e-03
1.786676998476256e-01	0.000000e+00	3.535224e-03
1.788265397828326e-01	0.000000e+00	3.535231e-03
1.789853797180396e-01	0.000000e+00	3.535232e-03
1.791442196532466e-01	0.000000e+00	3.535227e-03
1.793030595884536e-01	0.000000e+00	3.535215e-03
1.794618995236606e-01	0.000000e+00	3.535197e-03
1.796207394588676e-01	0.000000e+00	3.535173e-03
1.798589993616781e-01	0.000000e+00	3.535223e-03
1.800972592644886e-01	0.000000e+00	3.535262e-03
1.803355191672991e-01	0.000000e+00	3.535290e-03
1.805737790701096e-01	0.000000e+00	3.535307e-03
1.808120389729201e-01	0.000000e+00	3.535314e-03
1.810502988757306e-01	0.000000e+00	3.535309e-03
1.812885587785411e-01	0.000000e+00	3.535294e-03
1.813952084493230e-01	0.000000e+00	3.535332e-03
1.815018581201048e-01	0.000000e+00	3.535359e-03
1.816085077908867e-01	0.000000e+00	3.535375e-03
1.817151574616685e-01	0.000000e+00	3.535379e-03
1.818218071324504e-01	0.000000e+00	3.535372e-03
1.819284568032322e-01	0.000000e+00	3.535354e-03
1.820351064740141e-01	0.000000e+00	3.535325e-03
1.822620206671669e-01	0.000000e+00	3.535338e-03
1.824889348603198e-01	0.000000e+00	3.535351e-03
1.827158490534727e-01	0.000000e+00	3.535365e-03
1.829427632466255e-01	0.000000e+00	3.535379e-03
1.831696774397784e-01	0.000000e+00	3.535392e-03
1.833965916329312e-01	0.000000e+00	3.535406e-03
1.836235058260841e-01	0.000000e+00	3.535421e-03
1.836870418001669e-01	0.000000e+00	3.535389e-03
1.837505777742497e-01	0.000000e+00	3.535371e-03
1.838141137483325e-01	0.000000e+00	3.535364e-03
1.838776497224153e-01	0.000000e+00	3.535371e-03
1.839411856964981e-01	0.000000e+00	3.535390e-03
1.840047216705809e-01	0.000000e+00	3.535422e-03
1.840682576446637e-01	0.000000e+00	3.535466e-03
1.841794455993086e-01	0.000000e+00	3.535340e-03
1.842588655669121e-01	0.000000e+00	3.535392e-03
1.843382855345156e-01	0.000000e+00	3.535432e-03
1.844177055021191e-01	0.000000e+00	3.535459e-03
1.844971254697226e-01	0.000000e+00	3.535473e-03
1.845765454373261e-01	0.000000e+00	3.535476e-03
1.846559654049297e-01	0.000000e+00	3.535466e-03
1.847353853725331e-01	0.000000e+00	3.535443e-03
1.848624573206988e-01	0.000000e+00	3.535451e-03
1.849895292688644e-01	0.000000e+00	3.535458e-03
1.851166012170300e-01	0.000000e+00	3.535465e-03
1.852436731651955e-01	0.000000e+00	3.535472e-03
1.853707451133612e-01	0.000000e+00	3.535479e-03
1.854978170615268e-01	0.000000e+00	3.535485e-03
1.856248890096924e-01	0.000000e+00	3.535492e-03
1.857043089772959e-01	0.000000e+00	3.535528e-03
1.858291117835300e-01	0.000000e+00	3.535521e-03
1.859539145897640e-01	0.000000e+00	3.535514e-03
1.860787173959981e-01	0.000000e+00	3.535507e-03
1.862035202022322e-01	0.000000e+00	3.535500e-03
1.863283230084662e-01	0.000000e+00	3.535494e-03
1.864531258147003e-01	0.000000e+00	3.535488e-03
1.865779286209344e-01	0.000000e+00	3.535482e-03
1.867231537045522e-01	0.000000e+00	3.535526e-03
1.868683787881701e-01	0.000000e+00	3.535558e-03
1.870136038717879e-01	0.000000e+00	3.535578e-03
1.871588289554057e-01	0.000000e+00	3.535586e-03
1.873040540390236e-01	0.000000e+00	3.535582e-03
1.874492791226414e-01	0.000000e+00	3.535566e-03
1.875945042062592e-01	0.000000e+00	3.535538e-03
1.877261144382879e-01	0.000000e+00	3.535567e-03
1.878577246703166e-01	0.000000e+00	3.535587e-03
1.879893349023452e-01	0.000000e+00	3.535596e-03
1.881209451343739e-01	0.000000e+00	3.535596e-03
1.882525553664025e-01	0.000000e+00	3.535586e-03
1.883841655984312e-01	0.000000e+00	3.535566e-03
1.885157758304599e-01	0.000000e+00	3.535536e-03
1.888175717073532e-01	0.000000e+00	3.535574e-03
1.891193675842465e-01	0.000000e+00	3.535606e-03
1.894211634611398e-01	0.000000e+00	3.535634e-03
1.897229593380331e-01	0.000000e+00	3.535656e-03
1.900247552149264e-01	0.000000e+00	3.535674e-03
1.903265510918197e-01	0.000000e+00	3.535687e-03
1.906283469687130e-01	0.000000e+00	3.535695e-03
1.907077669363165e-01	0.000000e+00	3.535739e-03
1.907871869039200e-01	0.000000e+00	3.535704e-03
1.908666068715235e-01	0.000000e+00	3.535681e-03
1.909460268391270e-01	0.000000e+00	3.535670e-03
1.910254468067305e-01	0.000000e+00	3.535672e-03
1.911048667743340e-01	0.000000e+00	3.535685e-03
1.911842867419375e-01	0.000000e+00	3.535711e-03
1.912637067095410e-01	0.000000e+00	3.535749e-03
1.914520454898579e-01	0.000000e+00	3.535735e-03
1.916403842701748e-01	0.000000e+00	3.535724e-03
1.918287230504917e-01	0.000000e+00	3.535716e-03
1.920170618308085e-01	0.000000e+00	3.535712e-03
1.922054006111254e-01	0.000000e+00	3.535711e-03
1.923937393914423e-01	0.000000e+00	3.535713e-03
1.925820781717592e-01	0.000000e+00	3.535719e-03
1.928203380745697e-01	0.000000e+00	3.535759e-03
1.928521060616111e-01	0.000000e+00	3.535679e-03
1.929632940162560e-01	0.000000e+00	3.535801e-03
1.931652476481621e-01	0.000000e+00	3.535789e-03
1.933672012800681e-01	0.000000e+00	3.535779e-03
1.935691549119742e-01	0.000000e+00	3.535772e-03
